fill	xmin	xmax	ymin	ymax	key	showSelected1
#00BFFF	0.688528754864819	1	0	0.0579857123084366	20	13
#EEF8FF	0.688528754864819	1	0.0579857123084366	0.346780378138647	22	13
#00BFFF	0.688528754864819	1	0.346780378138647	0.398789217462763	23	13
#FF8464	0.688528754864819	0.840770405950025	0.398789217462763	1	24	13
#FF0000	0.840770405950025	1	0.398789217462763	1	25	13
#B4E2FF	0	0.11008392192889	0.497950058314018	1	26	13
#FF8969	0.11008392192889	0.148332321085036	0.497950058314018	1	27	13
#00BFFF	0.398266981705092	0.688528754864819	0	0.562734881066717	10	14
#A1DBFF	0.398266981705092	0.688528754864819	0.562734881066717	1	11	14
#00BFFF	0.148332321085036	0.398266981705092	0.497950058314018	0.796848405501805	14	14
#FFFFFF	0.148332321085036	0.398266981705092	0.796848405501805	0.879315383266658	16	14
#00BFFF	0.148332321085036	0.398266981705092	0.879315383266658	1	17	14
#FF0000	0.267083358601667	0.398266981705092	0	0.497950058314018	19	14
#00BFFF	0.688528754864819	1	0	0.0579857123084366	20	14
#EEF8FF	0.688528754864819	1	0.0579857123084366	0.346780378138647	22	14
#00BFFF	0.688528754864819	1	0.346780378138647	0.398789217462763	23	14
#FF8464	0.688528754864819	0.840770405950025	0.398789217462763	1	24	14
#FF0000	0.840770405950025	1	0.398789217462763	1	25	14
#B4E2FF	0	0.11008392192889	0.497950058314018	1	26	14
#FF8969	0.11008392192889	0.148332321085036	0.497950058314018	1	27	14
#FF0000	0	0.0900922525906935	0	0.497950058314018	28	14
#FFA78C	0.0900922525906935	0.267083358601667	0	0.497950058314018	29	14
#00BFFF	0.398266981705092	0.688528754864819	0	0.562734881066717	10	15
#A1DBFF	0.398266981705092	0.688528754864819	0.562734881066717	1	11	15
#00BFFF	0.148332321085036	0.398266981705092	0.497950058314018	0.796848405501805	14	15
#FFFFFF	0.148332321085036	0.398266981705092	0.796848405501805	0.879315383266658	16	15
#00BFFF	0.148332321085036	0.398266981705092	0.879315383266658	1	17	15
#FF0000	0.267083358601667	0.398266981705092	0	0.497950058314018	19	15
#00BFFF	0.688528754864819	1	0	0.0579857123084366	20	15
#EEF8FF	0.688528754864819	1	0.0579857123084366	0.346780378138647	22	15
#00BFFF	0.688528754864819	1	0.346780378138647	0.398789217462763	23	15
#FF8464	0.688528754864819	0.840770405950025	0.398789217462763	1	24	15
#FF0000	0.840770405950025	1	0.398789217462763	1	25	15
#B4E2FF	0	0.11008392192889	0.497950058314018	1	26	15
#FF8969	0.11008392192889	0.148332321085036	0.497950058314018	1	27	15
#FF0000	0	0.0900922525906935	0	0.497950058314018	28	15
#FFC7B4	0.0900922525906935	0.267083358601667	0	0.375784554285929	30	15
#FF0000	0.0900922525906935	0.267083358601667	0.375784554285929	0.497950058314018	31	15
#00BFFF	0.398266981705092	0.688528754864819	0	0.562734881066717	10	16
#00BFFF	0.148332321085036	0.398266981705092	0.497950058314018	0.796848405501805	14	16
#FFFFFF	0.148332321085036	0.398266981705092	0.796848405501805	0.879315383266658	16	16
#00BFFF	0.148332321085036	0.398266981705092	0.879315383266658	1	17	16
#FF0000	0.267083358601667	0.398266981705092	0	0.497950058314018	19	16
#00BFFF	0.688528754864819	1	0	0.0579857123084366	20	16
#EEF8FF	0.688528754864819	1	0.0579857123084366	0.346780378138647	22	16
#00BFFF	0.688528754864819	1	0.346780378138647	0.398789217462763	23	16
#FF8464	0.688528754864819	0.840770405950025	0.398789217462763	1	24	16
#FF0000	0.840770405950025	1	0.398789217462763	1	25	16
#B4E2FF	0	0.11008392192889	0.497950058314018	1	26	16
#FF8969	0.11008392192889	0.148332321085036	0.497950058314018	1	27	16
#FF0000	0	0.0900922525906935	0	0.497950058314018	28	16
#FFC7B4	0.0900922525906935	0.267083358601667	0	0.375784554285929	30	16
#FF0000	0.0900922525906935	0.267083358601667	0.375784554285929	0.497950058314018	31	16
#C0E6FF	0.398266981705092	0.599224032252096	0.562734881066717	1	32	16
#00BFFF	0.599224032252096	0.688528754864819	0.562734881066717	1	33	16
#00BFFF	0.398266981705092	0.688528754864819	0	0.562734881066717	10	17
#00BFFF	0.148332321085036	0.398266981705092	0.497950058314018	0.796848405501805	14	17
#FFFFFF	0.148332321085036	0.398266981705092	0.796848405501805	0.879315383266658	16	17
#00BFFF	0.148332321085036	0.398266981705092	0.879315383266658	1	17	17
#FF0000	0.267083358601667	0.398266981705092	0	0.497950058314018	19	17
#00BFFF	0.688528754864819	1	0	0.0579857123084366	20	17
#EEF8FF	0.688528754864819	1	0.0579857123084366	0.346780378138647	22	17
#00BFFF	0.688528754864819	1	0.346780378138647	0.398789217462763	23	17
#FF0000	0.840770405950025	1	0.398789217462763	1	25	17
#B4E2FF	0	0.11008392192889	0.497950058314018	1	26	17
#FF8969	0.11008392192889	0.148332321085036	0.497950058314018	1	27	17
#FF0000	0	0.0900922525906935	0	0.497950058314018	28	17
#FFC7B4	0.0900922525906935	0.267083358601667	0	0.375784554285929	30	17
#FF0000	0.0900922525906935	0.267083358601667	0.375784554285929	0.497950058314018	31	17
#C0E6FF	0.398266981705092	0.599224032252096	0.562734881066717	1	32	17
#00BFFF	0.599224032252096	0.688528754864819	0.562734881066717	1	33	17
#FF0000	0.688528754864819	0.840770405950025	0.398789217462763	0.590880842180923	34	17
#FFA78C	0.688528754864819	0.840770405950025	0.590880842180923	1	35	17
#00BFFF	0.398266981705092	0.688528754864819	0	0.562734881066717	10	18
#00BFFF	0.148332321085036	0.398266981705092	0.497950058314018	0.796848405501805	14	18
#FFFFFF	0.148332321085036	0.398266981705092	0.796848405501805	0.879315383266658	16	18
#00BFFF	0.148332321085036	0.398266981705092	0.879315383266658	1	17	18
#FF0000	0.267083358601667	0.398266981705092	0	0.497950058314018	19	18
#00BFFF	0.688528754864819	1	0	0.0579857123084366	20	18
#EEF8FF	0.688528754864819	1	0.0579857123084366	0.346780378138647	22	18
#00BFFF	0.688528754864819	1	0.346780378138647	0.398789217462763	23	18
#FF0000	0.840770405950025	1	0.398789217462763	1	25	18
#B4E2FF	0	0.11008392192889	0.497950058314018	1	26	18
#FF8969	0.11008392192889	0.148332321085036	0.497950058314018	1	27	18
#FF0000	0	0.0900922525906935	0	0.497950058314018	28	18
#FFC7B4	0.0900922525906935	0.267083358601667	0	0.375784554285929	30	18
#FF0000	0.0900922525906935	0.267083358601667	0.375784554285929	0.497950058314018	31	18
#00BFFF	0.599224032252096	0.688528754864819	0.562734881066717	1	33	18
#FF0000	0.688528754864819	0.840770405950025	0.398789217462763	0.590880842180923	34	18
#FFA78C	0.688528754864819	0.840770405950025	0.590880842180923	1	35	18
#7FD1FF	0.398266981705092	0.462654642178677	0.562734881066717	1	36	18
#FFFFFF	0.462654642178677	0.599224032252096	0.562734881066717	1	37	18
#00BFFF	0.398266981705092	0.688528754864819	0	0.562734881066717	10	19
#00BFFF	0.148332321085036	0.398266981705092	0.497950058314018	0.796848405501805	14	19
#FFFFFF	0.148332321085036	0.398266981705092	0.796848405501805	0.879315383266658	16	19
#00BFFF	0.148332321085036	0.398266981705092	0.879315383266658	1	17	19
#FF0000	0.267083358601667	0.398266981705092	0	0.497950058314018	19	19
#00BFFF	0.688528754864819	1	0	0.0579857123084366	20	19
#00BFFF	0.688528754864819	1	0.346780378138647	0.398789217462763	23	19
#FF0000	0.840770405950025	1	0.398789217462763	1	25	19
#B4E2FF	0	0.11008392192889	0.497950058314018	1	26	19
#FF8969	0.11008392192889	0.148332321085036	0.497950058314018	1	27	19
#FF0000	0	0.0900922525906935	0	0.497950058314018	28	19
#FFC7B4	0.0900922525906935	0.267083358601667	0	0.375784554285929	30	19
#FF0000	0.0900922525906935	0.267083358601667	0.375784554285929	0.497950058314018	31	19
#00BFFF	0.599224032252096	0.688528754864819	0.562734881066717	1	33	19
#FF0000	0.688528754864819	0.840770405950025	0.398789217462763	0.590880842180923	34	19
#FFA78C	0.688528754864819	0.840770405950025	0.590880842180923	1	35	19
#7FD1FF	0.398266981705092	0.462654642178677	0.562734881066717	1	36	19
#FFFFFF	0.462654642178677	0.599224032252096	0.562734881066717	1	37	19
#FFCFBF	0.688528754864819	1	0.0579857123084366	0.203541245427914	38	19
#BEE5FF	0.688528754864819	1	0.203541245427914	0.346780378138647	39	19
#00BFFF	0.398266981705092	0.688528754864819	0	0.562734881066717	10	20
#00BFFF	0.148332321085036	0.398266981705092	0.497950058314018	0.796848405501805	14	20
#FFFFFF	0.148332321085036	0.398266981705092	0.796848405501805	0.879315383266658	16	20
#00BFFF	0.148332321085036	0.398266981705092	0.879315383266658	1	17	20
#FF0000	0.267083358601667	0.398266981705092	0	0.497950058314018	19	20
#00BFFF	0.688528754864819	1	0	0.0579857123084366	20	20
#00BFFF	0.688528754864819	1	0.346780378138647	0.398789217462763	23	20
#FF0000	0.840770405950025	1	0.398789217462763	1	25	20
#B4E2FF	0	0.11008392192889	0.497950058314018	1	26	20
#FF8969	0.11008392192889	0.148332321085036	0.497950058314018	1	27	20
#FF0000	0	0.0900922525906935	0	0.497950058314018	28	20
#FF0000	0.0900922525906935	0.267083358601667	0.375784554285929	0.497950058314018	31	20
#00BFFF	0.599224032252096	0.688528754864819	0.562734881066717	1	33	20
#FF0000	0.688528754864819	0.840770405950025	0.398789217462763	0.590880842180923	34	20
#FFA78C	0.688528754864819	0.840770405950025	0.590880842180923	1	35	20
#7FD1FF	0.398266981705092	0.462654642178677	0.562734881066717	1	36	20
#FFFFFF	0.462654642178677	0.599224032252096	0.562734881066717	1	37	20
#FFCFBF	0.688528754864819	1	0.0579857123084366	0.203541245427914	38	20
#BEE5FF	0.688528754864819	1	0.203541245427914	0.346780378138647	39	20
#FF9E81	0.0900922525906935	0.267083358601667	0	0.218288643518463	40	20
#DFF2FF	0.0900922525906935	0.267083358601667	0.218288643518463	0.375784554285929	41	20
#00BFFF	0.398266981705092	0.688528754864819	0	0.562734881066717	10	21
#00BFFF	0.148332321085036	0.398266981705092	0.497950058314018	0.796848405501805	14	21
#FFFFFF	0.148332321085036	0.398266981705092	0.796848405501805	0.879315383266658	16	21
#00BFFF	0.148332321085036	0.398266981705092	0.879315383266658	1	17	21
#FF0000	0.267083358601667	0.398266981705092	0	0.497950058314018	19	21
#00BFFF	0.688528754864819	1	0	0.0579857123084366	20	21
#00BFFF	0.688528754864819	1	0.346780378138647	0.398789217462763	23	21
#FF0000	0.840770405950025	1	0.398789217462763	1	25	21
#B4E2FF	0	0.11008392192889	0.497950058314018	1	26	21
#FF8969	0.11008392192889	0.148332321085036	0.497950058314018	1	27	21
#FF0000	0	0.0900922525906935	0	0.497950058314018	28	21
#FF0000	0.0900922525906935	0.267083358601667	0.375784554285929	0.497950058314018	31	21
#00BFFF	0.599224032252096	0.688528754864819	0.562734881066717	1	33	21
#FF0000	0.688528754864819	0.840770405950025	0.398789217462763	0.590880842180923	34	21
#FFA78C	0.688528754864819	0.840770405950025	0.590880842180923	1	35	21
#7FD1FF	0.398266981705092	0.462654642178677	0.562734881066717	1	36	21
#FFFFFF	0.462654642178677	0.599224032252096	0.562734881066717	1	37	21
#FFCFBF	0.688528754864819	1	0.0579857123084366	0.203541245427914	38	21
#BEE5FF	0.688528754864819	1	0.203541245427914	0.346780378138647	39	21
#DFF2FF	0.0900922525906935	0.267083358601667	0.218288643518463	0.375784554285929	41	21
#FFD9CB	0.0900922525906935	0.146755239227787	0	0.218288643518463	42	21
#FF704F	0.146755239227787	0.267083358601667	0	0.218288643518463	43	21
#00BFFF	0.398266981705092	0.688528754864819	0	0.562734881066717	10	22
#00BFFF	0.148332321085036	0.398266981705092	0.497950058314018	0.796848405501805	14	22
#FFFFFF	0.148332321085036	0.398266981705092	0.796848405501805	0.879315383266658	16	22
#00BFFF	0.148332321085036	0.398266981705092	0.879315383266658	1	17	22
#FF0000	0.267083358601667	0.398266981705092	0	0.497950058314018	19	22
#00BFFF	0.688528754864819	1	0	0.0579857123084366	20	22
#00BFFF	0.688528754864819	1	0.346780378138647	0.398789217462763	23	22
#FF0000	0.840770405950025	1	0.398789217462763	1	25	22
#FF8969	0.11008392192889	0.148332321085036	0.497950058314018	1	27	22
#FF0000	0	0.0900922525906935	0	0.497950058314018	28	22
#FF0000	0.0900922525906935	0.267083358601667	0.375784554285929	0.497950058314018	31	22
#00BFFF	0.599224032252096	0.688528754864819	0.562734881066717	1	33	22
#FF0000	0.688528754864819	0.840770405950025	0.398789217462763	0.590880842180923	34	22
#FFA78C	0.688528754864819	0.840770405950025	0.590880842180923	1	35	22
#7FD1FF	0.398266981705092	0.462654642178677	0.562734881066717	1	36	22
#FFFFFF	0.462654642178677	0.599224032252096	0.562734881066717	1	37	22
#FFCFBF	0.688528754864819	1	0.0579857123084366	0.203541245427914	38	22
#BEE5FF	0.688528754864819	1	0.203541245427914	0.346780378138647	39	22
#DFF2FF	0.0900922525906935	0.267083358601667	0.218288643518463	0.375784554285929	41	22
#FFD9CB	0.0900922525906935	0.146755239227787	0	0.218288643518463	42	22
#FF704F	0.146755239227787	0.267083358601667	0	0.218288643518463	43	22
#DFF2FF	0	0.030959413619712	0.497950058314018	1	44	22
#8AD4FF	0.030959413619712	0.11008392192889	0.497950058314018	1	45	22
#00BFFF	0.398266981705092	0.688528754864819	0	0.562734881066717	10	23
#00BFFF	0.148332321085036	0.398266981705092	0.497950058314018	0.796848405501805	14	23
#FFFFFF	0.148332321085036	0.398266981705092	0.796848405501805	0.879315383266658	16	23
#00BFFF	0.148332321085036	0.398266981705092	0.879315383266658	1	17	23
#FF0000	0.267083358601667	0.398266981705092	0	0.497950058314018	19	23
#00BFFF	0.688528754864819	1	0	0.0579857123084366	20	23
#00BFFF	0.688528754864819	1	0.346780378138647	0.398789217462763	23	23
#FF0000	0.840770405950025	1	0.398789217462763	1	25	23
#FF8969	0.11008392192889	0.148332321085036	0.497950058314018	1	27	23
#FF0000	0	0.0900922525906935	0	0.497950058314018	28	23
#FF0000	0.0900922525906935	0.267083358601667	0.375784554285929	0.497950058314018	31	23
#00BFFF	0.599224032252096	0.688528754864819	0.562734881066717	1	33	23
#FF0000	0.688528754864819	0.840770405950025	0.398789217462763	0.590880842180923	34	23
#7FD1FF	0.398266981705092	0.462654642178677	0.562734881066717	1	36	23
#FFFFFF	0.462654642178677	0.599224032252096	0.562734881066717	1	37	23
#FFCFBF	0.688528754864819	1	0.0579857123084366	0.203541245427914	38	23
#BEE5FF	0.688528754864819	1	0.203541245427914	0.346780378138647	39	23
#DFF2FF	0.0900922525906935	0.267083358601667	0.218288643518463	0.375784554285929	41	23
#FFD9CB	0.0900922525906935	0.146755239227787	0	0.218288643518463	42	23
#FF704F	0.146755239227787	0.267083358601667	0	0.218288643518463	43	23
#DFF2FF	0	0.030959413619712	0.497950058314018	1	44	23
#8AD4FF	0.030959413619712	0.11008392192889	0.497950058314018	1	45	23
#FF7B5A	0.688528754864819	0.794574634172022	0.590880842180923	1	46	23
#FFD9CB	0.794574634172022	0.840770405950025	0.590880842180923	1	47	23
#00BFFF	0.398266981705092	0.688528754864819	0	0.562734881066717	10	24
#00BFFF	0.148332321085036	0.398266981705092	0.497950058314018	0.796848405501805	14	24
#FFFFFF	0.148332321085036	0.398266981705092	0.796848405501805	0.879315383266658	16	24
#00BFFF	0.148332321085036	0.398266981705092	0.879315383266658	1	17	24
#FF0000	0.267083358601667	0.398266981705092	0	0.497950058314018	19	24
#00BFFF	0.688528754864819	1	0	0.0579857123084366	20	24
#00BFFF	0.688528754864819	1	0.346780378138647	0.398789217462763	23	24
#FF0000	0.840770405950025	1	0.398789217462763	1	25	24
#FF8969	0.11008392192889	0.148332321085036	0.497950058314018	1	27	24
#FF0000	0	0.0900922525906935	0	0.497950058314018	28	24
#FF0000	0.0900922525906935	0.267083358601667	0.375784554285929	0.497950058314018	31	24
#00BFFF	0.599224032252096	0.688528754864819	0.562734881066717	1	33	24
#FF0000	0.688528754864819	0.840770405950025	0.398789217462763	0.590880842180923	34	24
#7FD1FF	0.398266981705092	0.462654642178677	0.562734881066717	1	36	24
#FFFFFF	0.462654642178677	0.599224032252096	0.562734881066717	1	37	24
#FFCFBF	0.688528754864819	1	0.0579857123084366	0.203541245427914	38	24
#DFF2FF	0.0900922525906935	0.267083358601667	0.218288643518463	0.375784554285929	41	24
#FFD9CB	0.0900922525906935	0.146755239227787	0	0.218288643518463	42	24
#FF704F	0.146755239227787	0.267083358601667	0	0.218288643518463	43	24
#DFF2FF	0	0.030959413619712	0.497950058314018	1	44	24
#8AD4FF	0.030959413619712	0.11008392192889	0.497950058314018	1	45	24
#FF7B5A	0.688528754864819	0.794574634172022	0.590880842180923	1	46	24
#FFD9CB	0.794574634172022	0.840770405950025	0.590880842180923	1	47	24
#98D8FF	0.688528754864819	0.974826205405407	0.203541245427914	0.346780378138647	48	24
#DFF2FF	0.974826205405407	1	0.203541245427914	0.346780378138647	49	24
